"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
180000,"Авиаконструкторов проспект, 2",Санкт-Петербург,1285,140,Универсальное помещение,https://spb.n1.ru/view/116104694/?open_card_kn
40000,"Санкт-Петербургское шоссе, 108",Санкт-Петербург,740,54,Универсальное помещение,https://spb.n1.ru/view/116104695/?open_card_kn
220000,"Невский проспект, 53",Санкт-Петербург,1215,181,Универсальное помещение,https://spb.n1.ru/view/116104693/?open_card_kn
1500000,"Невский проспект, 137",Санкт-Петербург,3198,469,Универсальное помещение,https://spb.n1.ru/view/116104520/?open_card_kn
495000,"Гагаринская, 6/1",Санкт-Петербург,1289,384,Универсальное помещение,https://spb.n1.ru/view/116104517/?open_card_kn
285000,"Среднерогатская, 10 корп. 1",Санкт-Петербург,3958,72,Универсальное помещение,https://spb.n1.ru/view/116104515/?open_card_kn
362100,"Ленина, 12",Санкт-Петербург,1700,213,Универсальное помещение,https://spb.n1.ru/view/116104506/?open_card_kn
102300,"Приморский проспект, 62 корп. 1",Санкт-Петербург,1550,66,Универсальное помещение,https://spb.n1.ru/view/116104503/?open_card_kn
110000,"Невский проспект, 88",Санкт-Петербург,1078,102,Универсальное помещение,https://spb.n1.ru/view/116104501/?open_card_kn
132450,"проспект Старорусский, 5 корп. 1",Санкт-Петербург,1500,88,Универсальное помещение,https://spb.n1.ru/view/116104499/?open_card_kn
900000,"Коломяжский проспект, 17 корп. 2",Санкт-Петербург,935,962,Универсальное помещение,https://spb.n1.ru/view/116104402/?open_card_kn
154000,"Новгородская, 26",Санкт-Петербург,4516,34,Универсальное помещение,https://spb.n1.ru/view/116104347/?open_card_kn
299000,"Большая Московская, 9",Санкт-Петербург,1305,229,Универсальное помещение,https://spb.n1.ru/view/116104349/?open_card_kn
100000,"Прокофьева, 7 корп. 2",Санкт-Петербург,2127,47,Универсальное помещение,https://spb.n1.ru/view/116104340/?open_card_kn
390000,"Садовая, 7",Санкт-Петербург,9512,41,Универсальное помещение,https://spb.n1.ru/view/116104200/?open_card_kn
350000,"Маяковского, 16",Санкт-Петербург,4861,72,Универсальное помещение,https://spb.n1.ru/view/116104198/?open_card_kn
100000,"Бабушкина, 48",Санкт-Петербург,1190,84,Универсальное помещение,https://spb.n1.ru/view/116104148/?open_card_kn
1499999,"Заневский проспект, 5",Санкт-Петербург,1499,1000,Универсальное помещение,https://spb.n1.ru/view/116104146/?open_card_kn
85500,"Разъезжая, 6",Санкт-Петербург,1500,57,Универсальное помещение,https://spb.n1.ru/view/116104142/?open_card_kn
250000,"проспект Крузенштерна, 13",Санкт-Петербург,2699,92,Универсальное помещение,https://spb.n1.ru/view/116104141/?open_card_kn
90000,"Яблочкова, 1",Санкт-Петербург,1636,55,Универсальное помещение,https://spb.n1.ru/view/116104138/?open_card_kn
248040,"Выборгское шоссе, 379",Санкт-Петербург,1200,206,Универсальное помещение,https://spb.n1.ru/view/116104011/?open_card_kn
483000,"Купчинская, 26 корп. 1",Санкт-Петербург,1050,460,Универсальное помещение,https://spb.n1.ru/view/116103885/?open_card_kn
100000,"проспект Новгородский, 2 корп. 1",Санкт-Петербург,1149,87,Универсальное помещение,https://spb.n1.ru/view/116103884/?open_card_kn
100000,"Союза Печатников, 13",Санкт-Петербург,1204,83,Универсальное помещение,https://spb.n1.ru/view/116103772/?open_card_kn
750000,"Садовая, 46",Санкт-Петербург,2450,306,Универсальное помещение,https://spb.n1.ru/view/116103750/?open_card_kn
1180000,"18-я В.О. линия, 63б",Санкт-Петербург,1912,617,Универсальное помещение,https://spb.n1.ru/view/116103748/?open_card_kn
2326500,"Крыленко, 2",Санкт-Петербург,1500,1551,Универсальное помещение,https://spb.n1.ru/view/116103746/?open_card_kn
350000,"Офицерский переулок, 8",Санкт-Петербург,1707,205,Универсальное помещение,https://spb.n1.ru/view/116103745/?open_card_kn
360000,"Петропавловская, 8",Санкт-Петербург,2652,135,Универсальное помещение,https://spb.n1.ru/view/116103504/?open_card_kn
160000,"12-я Красноармейская, 26",Санкт-Петербург,1958,81,Универсальное помещение,https://spb.n1.ru/view/116103502/?open_card_kn
1498900,"Невский проспект, 137",Санкт-Петербург,3189,470,Универсальное помещение,https://spb.n1.ru/view/116103345/?open_card_kn
150400,"Карла Маркса (Володарский), 11",Санкт-Петербург,1600,94,Универсальное помещение,https://spb.n1.ru/view/116103341/?open_card_kn
55000,"Канала Грибоедова набережная, 116",Санкт-Петербург,1155,47,Универсальное помещение,https://spb.n1.ru/view/111025703/?open_card_kn
170000,"Бестужевская, 7 корп. 5",Санкт-Петербург,653,260,Универсальное помещение,https://spb.n1.ru/view/111025406/?open_card_kn
99790,"Благодатная, 50",Санкт-Петербург,1425,70,Универсальное помещение,https://spb.n1.ru/view/115453497/?open_card_kn
128000,,Санкт-Петербург,1361,94,Универсальное помещение,https://spb.n1.ru/view/107243042/?open_card_kn
180000,"Инструментальная, 8",Санкт-Петербург,1800,100,Универсальное помещение,https://spb.n1.ru/view/115811400/?open_card_kn
750000,"Канала Грибоедова набережная, 22",Санкт-Петербург,4934,152,Универсальное помещение,https://spb.n1.ru/view/114771913/?open_card_kn
49999,"Дунайский проспект, 27а",Санкт-Петербург,3124,16,Универсальное помещение,https://spb.n1.ru/view/115811399/?open_card_kn
1000000,"Владимирский проспект, 1/47",Санкт-Петербург,5000,200,Универсальное помещение,https://spb.n1.ru/view/115811397/?open_card_kn
370000,"Реки Фонтанки набережная, 109",Санкт-Петербург,2327,159,Универсальное помещение,https://spb.n1.ru/view/115453495/?open_card_kn
434000,"проспект Крузенштерна, 13",Санкт-Петербург,2000,217,Универсальное помещение,https://spb.n1.ru/view/115811394/?open_card_kn
79999,"Дунайский проспект, 27 корп. 1",Санкт-Петербург,2222,36,Универсальное помещение,https://spb.n1.ru/view/115809431/?open_card_kn
1800000,"3-й Верхний переулок, 15",Санкт-Петербург,15000,120,Универсальное помещение,https://spb.n1.ru/view/115809430/?open_card_kn
489000,"Чайковского, 61",Санкт-Петербург,2202,222,Универсальное помещение,https://spb.n1.ru/view/115809426/?open_card_kn
880000,"Брюлловская, 3",Санкт-Петербург,2256,390,Универсальное помещение,https://spb.n1.ru/view/115449370/?open_card_kn
289800,"Шкапина, 15",Санкт-Петербург,3500,82,Универсальное помещение,https://spb.n1.ru/view/111862119/?open_card_kn
175000,"Братская, 19",Санкт-Петербург,833,210,Универсальное помещение,https://spb.n1.ru/view/114389366/?open_card_kn
730000,"Дунайский проспект, 27 корп. 1",Санкт-Петербург,2500,292,Универсальное помещение,https://spb.n1.ru/view/115449048/?open_card_kn
600000,"9-й Верхний переулок, 32",Санкт-Петербург,3157,190,Универсальное помещение,https://spb.n1.ru/view/115449043/?open_card_kn
1300000,"Испытателей проспект, 30 корп. 2",Санкт-Петербург,1300,1000,Универсальное помещение,https://spb.n1.ru/view/115805465/?open_card_kn
490000,"Опочинина, 29",Санкт-Петербург,1926,254,Универсальное помещение,https://spb.n1.ru/view/115446671/?open_card_kn
120000,"Седова, 10 корп. 2в",Санкт-Петербург,400,300,Универсальное помещение,https://spb.n1.ru/view/115805464/?open_card_kn
180000,"Дивенская, 5",Санкт-Петербург,2808,64,Универсальное помещение,https://spb.n1.ru/view/115446626/?open_card_kn
600000,"Сердобольская, 65",Санкт-Петербург,588,1020,Универсальное помещение,https://spb.n1.ru/view/115803464/?open_card_kn
69000,"Братская, 19",Санкт-Петербург,985,70,Универсальное помещение,https://spb.n1.ru/view/114382368/?open_card_kn
110000,"Московское шоссе, 231д",Санкт-Петербург,550,200,Универсальное помещение,https://spb.n1.ru/view/112511667/?open_card_kn
718200,"Римского-Корсакова проспект, 47",Санкт-Петербург,1999,359,Универсальное помещение,https://spb.n1.ru/view/115801915/?open_card_kn
40000,"Кузнецовская, 11",Санкт-Петербург,2000,20,Универсальное помещение,https://spb.n1.ru/view/113705083/?open_card_kn
416100,"Ломоносова, 2",Санкт-Петербург,3000,138,Универсальное помещение,https://spb.n1.ru/view/111464221/?open_card_kn
200000,"Фурштатская, 12",Санкт-Петербург,826,242,Универсальное помещение,https://spb.n1.ru/view/111463943/?open_card_kn
69000,"Братская, 19",Санкт-Петербург,985,70,Универсальное помещение,https://spb.n1.ru/view/114380189/?open_card_kn
5000,"Николая Рубцова, 5",Санкт-Петербург,5000,1,Универсальное помещение,https://spb.n1.ru/view/112502180/?open_card_kn
50000,"Окуловская, 18",Санкт-Петербург,588,85,Универсальное помещение,https://spb.n1.ru/view/112502163/?open_card_kn
900000,"Коллонтай, 31 корп. 1",Санкт-Петербург,741,1213,Универсальное помещение,https://spb.n1.ru/view/115108485/?open_card_kn
8000000,"Энгельса проспект, 117 корп. 2",Санкт-Петербург,1333,6000,Универсальное помещение,https://spb.n1.ru/view/115798481/?open_card_kn
1100000,"Некрасова, 3",Санкт-Петербург,3525,312,Универсальное помещение,https://spb.n1.ru/view/115108454/?open_card_kn
119000,"Реки Мойки набережная, 28",Санкт-Петербург,1239,96,Универсальное помещение,https://spb.n1.ru/view/114377556/?open_card_kn
75000,"Дунайский проспект, 27 корп. 1",Санкт-Петербург,2083,36,Универсальное помещение,https://spb.n1.ru/view/115796067/?open_card_kn
480000,"Льва Толстого, 5",Санкт-Петербург,4897,98,Универсальное помещение,https://spb.n1.ru/view/115795309/?open_card_kn
75000,"Варфоломеевская, 8",Санкт-Петербург,2442,30,Универсальное помещение,https://spb.n1.ru/view/115102427/?open_card_kn
160000,"Энгельса проспект, 31",Санкт-Петербург,2326,68,Универсальное помещение,https://spb.n1.ru/view/114752553/?open_card_kn
115000,"Уральская, 23",Санкт-Петербург,2194,52,Универсальное помещение,https://spb.n1.ru/view/115788651/?open_card_kn
55000,"Песочная (Ольгино), 10бд",Санкт-Петербург,613,89,Универсальное помещение,https://spb.n1.ru/view/115788649/?open_card_kn
652000,"Ленинский проспект, 130/6",Санкт-Петербург,4000,163,Универсальное помещение,https://spb.n1.ru/view/111452847/?open_card_kn
500000,"Дудко, 3б",Санкт-Петербург,537,930,Универсальное помещение,https://spb.n1.ru/view/112486263/?open_card_kn
4673700,"Большой Сампсониевский проспект, 61 корп. 2",Санкт-Петербург,1350,3462,Универсальное помещение,https://spb.n1.ru/view/115437978/?open_card_kn
1356750,"Большой Сампсониевский проспект, 61 корп. 2",Санкт-Петербург,1350,1005,Универсальное помещение,https://spb.n1.ru/view/115437935/?open_card_kn
357400,"5-й (Горелово) проезд, 70",Санкт-Петербург,1000,357,Универсальное помещение,https://spb.n1.ru/view/113692182/?open_card_kn
210000,"Патриотов проспект, 35",Санкт-Петербург,2000,105,Универсальное помещение,https://spb.n1.ru/view/110571047/?open_card_kn
57000,"Ветеранов проспект, 210",Санкт-Петербург,1893,30,Универсальное помещение,https://spb.n1.ru/view/115786435/?open_card_kn
13958000000,"Железноводская, 9 корп. 2",Санкт-Петербург,3500000,3988,Универсальное помещение,https://spb.n1.ru/view/115786377/?open_card_kn
90000,"Каменноостровский проспект, 69",Санкт-Петербург,1200,75,Универсальное помещение,https://spb.n1.ru/view/115786376/?open_card_kn
257000,"Астрономическая, 8 корп. 2",Санкт-Петербург,1052,244,Универсальное помещение,https://spb.n1.ru/view/115093625/?open_card_kn
89000,"проспект Новгородский, 2 корп. 3",Санкт-Петербург,1000,89,Универсальное помещение,https://spb.n1.ru/view/110126699/?open_card_kn
30000,"Маршала Блюхера проспект, 4 корп. 1",Санкт-Петербург,2500,12,Универсальное помещение,https://spb.n1.ru/view/112476799/?open_card_kn
250000,"Дибуновская, 27",Санкт-Петербург,1000,250,Универсальное помещение,https://spb.n1.ru/view/114744497/?open_card_kn
65000,"Николая Соколова, 30",Санкт-Петербург,445,146,Универсальное помещение,https://spb.n1.ru/view/115436250/?open_card_kn
690000,"Витебский проспект, 99 корп. 1",Санкт-Петербург,3301,209,Универсальное помещение,https://spb.n1.ru/view/115090010/?open_card_kn
251250,"Пионерская, 34",Санкт-Петербург,2500,100,Универсальное помещение,https://spb.n1.ru/view/115778521/?open_card_kn
969000,"Лесной проспект, 75",Санкт-Петербург,2000,484,Универсальное помещение,https://spb.n1.ru/view/115778528/?open_card_kn
72000,"Коли Томчака, 17",Санкт-Петербург,1180,61,Универсальное помещение,https://spb.n1.ru/view/115774450/?open_card_kn
28000,"Промышленная, 11",Санкт-Петербург,1400,20,Универсальное помещение,https://spb.n1.ru/view/115774449/?open_card_kn
400000,"Донецкая, 4",Санкт-Петербург,1212,330,Универсальное помещение,https://spb.n1.ru/view/115774400/?open_card_kn
322500,"Кораблестроителей, 12 корп. 2",Санкт-Петербург,2500,129,Универсальное помещение,https://spb.n1.ru/view/114736604/?open_card_kn
3475440,"Владимирский проспект, 23",Санкт-Петербург,3600,965,Универсальное помещение,https://spb.n1.ru/view/114012189/?open_card_kn
199500,"Парашютная, 38 корп. 1",Санкт-Петербург,1500,133,Универсальное помещение,https://spb.n1.ru/view/114012185/?open_card_kn
147400,"Днепропетровская, 7",Санкт-Петербург,2000,73,Универсальное помещение,https://spb.n1.ru/view/114011267/?open_card_kn
600000,"9-й Верхний переулок, 32",Санкт-Петербург,3157,190,Универсальное помещение,https://spb.n1.ru/view/115432410/?open_card_kn
220000,"Академика Константинова, 1 корп. 1",Санкт-Петербург,2083,105,Универсальное помещение,https://spb.n1.ru/view/113676398/?open_card_kn
120000,"Ветеранов проспект, 206",Санкт-Петербург,1250,96,Универсальное помещение,https://spb.n1.ru/view/113670705/?open_card_kn
140000,"Вадима Шефнера, 4",Санкт-Петербург,1684,83,Универсальное помещение,https://spb.n1.ru/view/113670697/?open_card_kn
697110,"5-й (Горелово) проезд, 68 корп. 2",Санкт-Петербург,950,733,Универсальное помещение,https://spb.n1.ru/view/109253568/?open_card_kn
95000,"Рубинштейна, 25",Санкт-Петербург,1461,65,Универсальное помещение,https://spb.n1.ru/view/113670463/?open_card_kn
275000,"Стачек проспект, 67 корп. 1",Санкт-Петербург,1136,242,Универсальное помещение,https://spb.n1.ru/view/110965353/?open_card_kn
300000,"Октябрьская набережная, 114",Санкт-Петербург,937,320,Универсальное помещение,https://spb.n1.ru/view/114006830/?open_card_kn
124999,"Дунайский проспект, 27 корп. 1",Санкт-Петербург,1865,67,Универсальное помещение,https://spb.n1.ru/view/115074978/?open_card_kn
235000,"Коломяжский проспект, 13 корп. 2",Санкт-Петербург,2492,94,Универсальное помещение,https://spb.n1.ru/view/115074976/?open_card_kn
500365,"Цветочная, 6",Санкт-Петербург,949,526,Универсальное помещение,https://spb.n1.ru/view/115426462/?open_card_kn
36600,"Энергетиков проспект, 70б",Санкт-Петербург,1200,30,Универсальное помещение,https://spb.n1.ru/view/115768694/?open_card_kn
133999,"Дунайский проспект, 27 корп. 1",Санкт-Петербург,1861,72,Универсальное помещение,https://spb.n1.ru/view/115074587/?open_card_kn
250000,"Тосина, 1 корп. 2",Санкт-Петербург,3424,73,Универсальное помещение,https://spb.n1.ru/view/112879211/?open_card_kn
95000,"Рубинштейна, 27",Санкт-Петербург,1826,52,Универсальное помещение,https://spb.n1.ru/view/115768672/?open_card_kn
792350,"7-й Предпортовый проезд, 44",Санкт-Петербург,2990,265,Универсальное помещение,https://spb.n1.ru/view/114721703/?open_card_kn
95000,"Рубинштейна, 25",Санкт-Петербург,1439,66,Универсальное помещение,https://spb.n1.ru/view/115768116/?open_card_kn
195000,"Ветеранов проспект, 196",Санкт-Петербург,2826,69,Универсальное помещение,https://spb.n1.ru/view/110950991/?open_card_kn
180000,"Дыбенко, 2",Санкт-Петербург,2250,80,Универсальное помещение,https://spb.n1.ru/view/112441249/?open_card_kn
197000,"Лиговский проспект, 242",Санкт-Петербург,2698,73,Универсальное помещение,https://spb.n1.ru/view/113661469/?open_card_kn
121950,"Кубинская, 82 корп. 3 ст1",Санкт-Петербург,1500,81,Универсальное помещение,https://spb.n1.ru/view/111821466/?open_card_kn
100000,"Малая Бухарестская, 12",Санкт-Петербург,1666,60,Универсальное помещение,https://spb.n1.ru/view/115418956/?open_card_kn
850000,"Невский проспект, 119",Санкт-Петербург,6390,133,Универсальное помещение,https://spb.n1.ru/view/111418274/?open_card_kn
512000,"Финляндская, 29",Санкт-Петербург,400,1280,Универсальное помещение,https://spb.n1.ru/view/111418271/?open_card_kn
150000,"Новаторов бульвар, 8",Санкт-Петербург,1000,150,Универсальное помещение,https://spb.n1.ru/view/113268364/?open_card_kn
700000,"Владимирский проспект, 5",Санкт-Петербург,4191,167,Универсальное помещение,https://spb.n1.ru/view/107571216/?open_card_kn
15240000,"Энергетиков проспект, 4 корп. 3",Санкт-Петербург,120000,127,Универсальное помещение,https://spb.n1.ru/view/110096000/?open_card_kn
17160000,"Энергетиков проспект, 4 корп. 3",Санкт-Петербург,120000,143,Универсальное помещение,https://spb.n1.ru/view/110095990/?open_card_kn
80000,"проспект Новгородский, 2 корп. 1",Санкт-Петербург,1230,65,Универсальное помещение,https://spb.n1.ru/view/115765790/?open_card_kn
480000,"Невский проспект, 164",Санкт-Петербург,3503,137,Универсальное помещение,https://spb.n1.ru/view/115414725/?open_card_kn
280000,"Херсонская, 39",Санкт-Петербург,4000,70,Универсальное помещение,https://spb.n1.ru/view/115414723/?open_card_kn
718200,"Римского-Корсакова проспект, 47",Санкт-Петербург,1999,359,Универсальное помещение,https://spb.n1.ru/view/115060183/?open_card_kn
75000,"Хошимина, 11 корп. 2",Санкт-Петербург,2586,29,Универсальное помещение,https://spb.n1.ru/view/115060176/?open_card_kn
200000,,Санкт-Петербург,1609,124,Универсальное помещение,https://spb.n1.ru/view/114354934/?open_card_kn
694080,"Московский проспект, 93а",Санкт-Петербург,640,1084,Универсальное помещение,https://spb.n1.ru/view/114354933/?open_card_kn
205470,"Лиговский проспект, 242",Санкт-Петербург,2700,76,Универсальное помещение,https://spb.n1.ru/view/115411906/?open_card_kn
45000,"Ветеранов проспект, 115",Санкт-Петербург,2250,20,Универсальное помещение,https://spb.n1.ru/view/115060168/?open_card_kn
210000,"Энгельса проспект, 150 корп. 1б",Санкт-Петербург,3000,70,Универсальное помещение,https://spb.n1.ru/view/115765165/?open_card_kn
135000,"шоссе Колпинское, 127 корп. 2",Санкт-Петербург,2125,63,Универсальное помещение,https://spb.n1.ru/view/115411788/?open_card_kn
127711,"Заречная, 46 корп. 2",Санкт-Петербург,1650,77,Универсальное помещение,https://spb.n1.ru/view/110090833/?open_card_kn
75000,"Бухарестская, 94 корп. 1",Санкт-Петербург,2631,28,Универсальное помещение,https://spb.n1.ru/view/115055202/?open_card_kn
104400,"Михаила Дудина, 12",Санкт-Петербург,1197,87,Универсальное помещение,https://spb.n1.ru/view/115409064/?open_card_kn
780000,"Домостроительная, 16",Санкт-Петербург,1300,600,Универсальное помещение,https://spb.n1.ru/view/113266576/?open_card_kn
663100,"Олеко Дундича, 36 корп. 1",Санкт-Петербург,1900,349,Универсальное помещение,https://spb.n1.ru/view/113644003/?open_card_kn
106500,"Благодатная, 50",Санкт-Петербург,3000,35,Универсальное помещение,https://spb.n1.ru/view/111806710/?open_card_kn
450000,"Есенина, 1 корп. 1",Санкт-Петербург,1485,303,Универсальное помещение,https://spb.n1.ru/view/115762608/?open_card_kn
165000,"дорога Михайловская, 16 корп. 3",Санкт-Петербург,1608,102,Универсальное помещение,https://spb.n1.ru/view/111806300/?open_card_kn
2100000,"3-й Верхний переулок, 15",Санкт-Петербург,7000,300,Универсальное помещение,https://spb.n1.ru/view/115762597/?open_card_kn
80000,"Московский проспект, 183",Санкт-Петербург,2156,37,Универсальное помещение,https://spb.n1.ru/view/113257722/?open_card_kn
45000,"Ветеранов проспект, 200",Санкт-Петербург,1315,34,Универсальное помещение,https://spb.n1.ru/view/110078547/?open_card_kn
1875000,"9-я Советская, 5",Санкт-Петербург,2500,750,Универсальное помещение,https://spb.n1.ru/view/114343447/?open_card_kn
615000,"Гагаринская, 6/1",Санкт-Петербург,1601,384,Универсальное помещение,https://spb.n1.ru/view/115049282/?open_card_kn
200000,"Исполкомская, 5",Санкт-Петербург,2812,71,Универсальное помещение,https://spb.n1.ru/view/110078540/?open_card_kn
327500,"Московский проспект, 65",Санкт-Петербург,2500,131,Универсальное помещение,https://spb.n1.ru/view/115402565/?open_card_kn
90000,"Авиаконструкторов проспект, 63",Санкт-Петербург,1475,61,Универсальное помещение,https://spb.n1.ru/view/115049278/?open_card_kn
128000,"Благодатная, 50",Санкт-Петербург,2370,54,Универсальное помещение,https://spb.n1.ru/view/113979596/?open_card_kn
282000,"Петровская коса, 6 корп. 1",Санкт-Петербург,2000,141,Универсальное помещение,https://spb.n1.ru/view/113979461/?open_card_kn
175000,"Пахомовская, 18 корп. 1",Санкт-Петербург,3500,50,Универсальное помещение,https://spb.n1.ru/view/115761470/?open_card_kn
260000,"Пахомовская, 18 корп. 1",Санкт-Петербург,3250,80,Универсальное помещение,https://spb.n1.ru/view/115761469/?open_card_kn
587180,"Ленинский проспект, 160",Санкт-Петербург,2199,267,Универсальное помещение,https://spb.n1.ru/view/115758776/?open_card_kn
336599,"Ленинский проспект, 160",Санкт-Петербург,2199,153,Универсальное помещение,https://spb.n1.ru/view/115758743/?open_card_kn
250580,"Ленинский проспект, 160",Санкт-Петербург,2200,113,Универсальное помещение,https://spb.n1.ru/view/115758644/?open_card_kn
128000,"Энергетиков проспект, 2 корп. 1",Санкт-Петербург,1592,80,Универсальное помещение,https://spb.n1.ru/view/115046415/?open_card_kn
600000,"Большой П.С. проспект, 71а",Санкт-Петербург,3108,193,Универсальное помещение,https://spb.n1.ru/view/115400806/?open_card_kn
60000,"Стачек площадь, 9",Санкт-Петербург,10000,6,Универсальное помещение,https://spb.n1.ru/view/79074849/?open_card_kn
150000,"Пулковская, 2 корп. 1",Санкт-Петербург,1250,120,Универсальное помещение,https://spb.n1.ru/view/114339209/?open_card_kn
80000,"Малая Бухарестская, 12",Санкт-Петербург,1111,72,Универсальное помещение,https://spb.n1.ru/view/114339204/?open_card_kn
320000,"Среднеохтинский проспект, 18",Санкт-Петербург,1185,270,Универсальное помещение,https://spb.n1.ru/view/114339198/?open_card_kn
240000,"Академика Константинова, 1 корп. 1",Санкт-Петербург,2962,81,Универсальное помещение,https://spb.n1.ru/view/112850008/?open_card_kn
250000,"Академика Константинова, 1 корп. 1",Санкт-Петербург,2976,84,Универсальное помещение,https://spb.n1.ru/view/112849851/?open_card_kn
360000,"Константина Заслонова, 8б",Санкт-Петербург,1988,181,Универсальное помещение,https://spb.n1.ru/view/115755339/?open_card_kn
188000,"Заречная, 19 корп. 1",Санкт-Петербург,2000,94,Универсальное помещение,https://spb.n1.ru/view/112849842/?open_card_kn
100000,"Головнина Бульвар, 4",Санкт-Петербург,2040,49,Универсальное помещение,https://spb.n1.ru/view/110072235/?open_card_kn
25000,"Профессора Попова, 38с",Санкт-Петербург,5000,5,Универсальное помещение,https://spb.n1.ru/view/115398011/?open_card_kn
242000,"2-й Муринский проспект, 10 корп. 1",Санкт-Петербург,2000,121,Универсальное помещение,https://spb.n1.ru/view/115755250/?open_card_kn
115000,"Белы Куна, 20 корп. 1",Санкт-Петербург,1769,65,Универсальное помещение,https://spb.n1.ru/view/115397948/?open_card_kn
55000,,Санкт-Петербург,1553,35,Универсальное помещение,https://spb.n1.ru/view/115395268/?open_card_kn
97500,"Пушкинская, 20 корп. 2",Санкт-Петербург,2500,39,Универсальное помещение,https://spb.n1.ru/view/115752974/?open_card_kn
115000,"Есенина, 1 корп. 1",Санкт-Петербург,981,117,Универсальное помещение,https://spb.n1.ru/view/115752970/?open_card_kn
300000,"Лисичанская, 22",Санкт-Петербург,3426,87,Универсальное помещение,https://spb.n1.ru/view/115395266/?open_card_kn
1800000,"Салова, 61",Санкт-Петербург,1500,1200,Универсальное помещение,https://spb.n1.ru/view/115391597/?open_card_kn
450000,"Большевиков проспект, 3",Санкт-Петербург,4128,109,Универсальное помещение,https://spb.n1.ru/view/113969812/?open_card_kn
196000,"Планерная, 97 корп. 2",Санкт-Петербург,1600,122,Универсальное помещение,https://spb.n1.ru/view/113965645/?open_card_kn
19900,"Школьная, 153и",Санкт-Петербург,663,30,Универсальное помещение,https://spb.n1.ru/view/113965589/?open_card_kn
160000,"Первого Мая, 3",Санкт-Петербург,1235,129,Универсальное помещение,https://spb.n1.ru/view/115391001/?open_card_kn
80000,"Коломяжский проспект, 10ам",Санкт-Петербург,800,100,Универсальное помещение,https://spb.n1.ru/view/112839819/?open_card_kn
225050,"Челюскина, 10",Санкт-Петербург,1750,128,Универсальное помещение,https://spb.n1.ru/view/115391000/?open_card_kn
75000,"Гаванская, 7",Санкт-Петербург,974,77,Универсальное помещение,https://spb.n1.ru/view/115389592/?open_card_kn
250000,"Бакунина проспект, 33",Санкт-Петербург,2272,110,Универсальное помещение,https://spb.n1.ru/view/115747263/?open_card_kn
175000,"Бакунина проспект, 33",Санкт-Петербург,2500,70,Универсальное помещение,https://spb.n1.ru/view/115747261/?open_card_kn
400000,"Бакунина проспект, 33",Санкт-Петербург,2214,180,Универсальное помещение,https://spb.n1.ru/view/115747259/?open_card_kn
385320,"Подъездной переулок, 12",Санкт-Петербург,2600,148,Универсальное помещение,https://spb.n1.ru/view/115389563/?open_card_kn
180000,"Лесной проспект, 61 корп. 1",Санкт-Петербург,3157,57,Универсальное помещение,https://spb.n1.ru/view/107890310/?open_card_kn
30000,"Некрасова, 40",Санкт-Петербург,1492,20,Универсальное помещение,https://spb.n1.ru/view/110059541/?open_card_kn
175000,"Ярослава Гашека, 4 корп. 1",Санкт-Петербург,3888,45,Универсальное помещение,https://spb.n1.ru/view/114329318/?open_card_kn
2500000,"Революции шоссе, 84",Санкт-Петербург,2941,850,Универсальное помещение,https://spb.n1.ru/view/115745058/?open_card_kn
190000,"Октябрьская набережная, 40",Санкт-Петербург,2111,90,Универсальное помещение,https://spb.n1.ru/view/112834230/?open_card_kn
50000,"Прокофьева, 7 корп. 2",Санкт-Петербург,877,57,Универсальное помещение,https://spb.n1.ru/view/115745053/?open_card_kn
951200,"Реки Карповки набережная, 31 корп. 2",Санкт-Петербург,2900,328,Универсальное помещение,https://spb.n1.ru/view/115745052/?open_card_kn
130000,"Будапештская, 46",Санкт-Петербург,2888,45,Универсальное помещение,https://spb.n1.ru/view/115387780/?open_card_kn
150000,"Уральская, 25",Санкт-Петербург,4518,33,Универсальное помещение,https://spb.n1.ru/view/115742177/?open_card_kn
270000,"Стахановцев, 1",Санкт-Петербург,2700,100,Универсальное помещение,https://spb.n1.ru/view/114326963/?open_card_kn
50000,"Муринская дорога, 51 корп. 1",Санкт-Петербург,2083,24,Универсальное помещение,https://spb.n1.ru/view/111371189/?open_card_kn
450000,"Московский проспект, 79",Санкт-Петербург,2380,189,Универсальное помещение,https://spb.n1.ru/view/113957011/?open_card_kn
143000,"Большая Подьяческая, 29",Санкт-Петербург,1583,90,Универсальное помещение,https://spb.n1.ru/view/115741604/?open_card_kn
850000,"Каменноостровский проспект, 31",Санкт-Петербург,5292,160,Универсальное помещение,https://spb.n1.ru/view/115384704/?open_card_kn
725000,"Стремянная, 5",Санкт-Петербург,2265,320,Универсальное помещение,https://spb.n1.ru/view/114698503/?open_card_kn
643000,"Кржижановского, 12 корп. 2",Санкт-Петербург,1000,643,Универсальное помещение,https://spb.n1.ru/view/114698423/?open_card_kn
210000,"Стремянная, 5",Санкт-Петербург,1381,152,Универсальное помещение,https://spb.n1.ru/view/114698421/?open_card_kn
260064,"Загребский бульвар, 2",Санкт-Петербург,864,301,Универсальное помещение,https://spb.n1.ru/view/113634597/?open_card_kn
335232,"набережная Реки Сестры, 4",Санкт-Петербург,864,388,Универсальное помещение,https://spb.n1.ru/view/113634561/?open_card_kn
390000,"Гороховая, 49б",Санкт-Петербург,3000,130,Универсальное помещение,https://spb.n1.ru/view/115380379/?open_card_kn
