"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
324000,"Народная, 5",Санкт-Петербург,1620,200,Универсальное помещение,https://spb.n1.ru/view/112429542/?open_card_kn
230000,"Просвещения проспект, 33 корп. 1",Санкт-Петербург,2090,110,Универсальное помещение,https://spb.n1.ru/view/111365668/?open_card_kn
3000000,"11-я Красноармейская, 18",Санкт-Петербург,3000,1000,Универсальное помещение,https://spb.n1.ru/view/113627372/?open_card_kn
299000,"Жуковского, 34",Санкт-Петербург,1708,175,Универсальное помещение,https://spb.n1.ru/view/115377833/?open_card_kn
186200,"Академика Константинова, 1 корп. 1",Санкт-Петербург,1900,98,Универсальное помещение,https://spb.n1.ru/view/113627186/?open_card_kn
300000,"Кирочная, 61",Санкт-Петербург,783,383,Универсальное помещение,https://spb.n1.ru/view/112819545/?open_card_kn
420000,"11-я Красноармейская, 18",Санкт-Петербург,3000,140,Универсальное помещение,https://spb.n1.ru/view/113627185/?open_card_kn
299300,"проспект Средний Васильевского острова, 14/45",Санкт-Петербург,1088,275,Универсальное помещение,https://spb.n1.ru/view/115734209/?open_card_kn
2016000,"Пулковское шоссе, 43 корп. 2",Санкт-Петербург,1400,1440,Универсальное помещение,https://spb.n1.ru/view/114318764/?open_card_kn
383750,"Ленинский проспект, 160",Санкт-Петербург,2500,153,Универсальное помещение,https://spb.n1.ru/view/114318683/?open_card_kn
429000,"Черной речки набережная, 35",Санкт-Петербург,3900,110,Универсальное помещение,https://spb.n1.ru/view/116089710/?open_card_kn
1080000,"Черной речки набережная, 35",Санкт-Петербург,4000,270,Универсальное помещение,https://spb.n1.ru/view/116089564/?open_card_kn
221260,"Лиговский проспект, 242",Санкт-Петербург,2300,96,Универсальное помещение,https://spb.n1.ru/view/116089491/?open_card_kn
65000,"шоссе Колпинское, 129",Санкт-Петербург,2031,32,Универсальное помещение,https://spb.n1.ru/view/116089454/?open_card_kn
640000,"Черной речки набережная, 35",Санкт-Петербург,4000,160,Универсальное помещение,https://spb.n1.ru/view/116089414/?open_card_kn
200000,"Марата, 52",Санкт-Петербург,2564,78,Универсальное помещение,https://spb.n1.ru/view/115371846/?open_card_kn
23000,"Алтайская, 23",Санкт-Петербург,1277,18,Универсальное помещение,https://spb.n1.ru/view/110491090/?open_card_kn
99000,"проспект Новгородский, 2 корп. 3",Санкт-Петербург,1112,89,Универсальное помещение,https://spb.n1.ru/view/110491082/?open_card_kn
139077,"Заречная, 54",Санкт-Петербург,1530,90,Универсальное помещение,https://spb.n1.ru/view/113624912/?open_card_kn
130000,"Михаила Дудина, 10",Санкт-Петербург,1287,101,Универсальное помещение,https://spb.n1.ru/view/115732256/?open_card_kn
410000,"Ленинский проспект, 119б",Санкт-Петербург,3416,120,Универсальное помещение,https://spb.n1.ru/view/115732252/?open_card_kn
270600,"Шаумяна проспект, 14",Санкт-Петербург,1500,180,Универсальное помещение,https://spb.n1.ru/view/115732251/?open_card_kn
59400,"Орджоникидзе, 44а",Санкт-Петербург,3061,19,Универсальное помещение,https://spb.n1.ru/view/114317038/?open_card_kn
547000,"Комендантский проспект, 28 корп. 1",Санкт-Петербург,1058,517,Универсальное помещение,https://spb.n1.ru/view/114317035/?open_card_kn
350000,"Звенигородская, 4",Санкт-Петербург,2333,150,Универсальное помещение,https://spb.n1.ru/view/114317029/?open_card_kn
261250,"Академика Константинова, 1 корп. 1",Санкт-Петербург,2500,104,Универсальное помещение,https://spb.n1.ru/view/115030955/?open_card_kn
150000,"Московский проспект, 183 корп. 9",Санкт-Петербург,1126,133,Универсальное помещение,https://spb.n1.ru/view/114316936/?open_card_kn
80000,"Уральская, 23",Санкт-Петербург,1577,50,Универсальное помещение,https://spb.n1.ru/view/115371528/?open_card_kn
150000,"Ветеранов проспект, 183",Санкт-Петербург,2454,61,Универсальное помещение,https://spb.n1.ru/view/114316932/?open_card_kn
164600,"Ветеранов проспект, 198",Санкт-Петербург,2000,82,Универсальное помещение,https://spb.n1.ru/view/114316930/?open_card_kn
150000,"Плесецкая, 24",Санкт-Петербург,2500,60,Универсальное помещение,https://spb.n1.ru/view/115371422/?open_card_kn
899999,"Камышовая, 17 корп. 1",Санкт-Петербург,1999,450,Универсальное помещение,https://spb.n1.ru/view/116083012/?open_card_kn
35000,"Московское шоссе, 258 корп. 1",Санкт-Петербург,583,60,Универсальное помещение,https://spb.n1.ru/view/110929104/?open_card_kn
349800,"Пулковское шоссе, 73 корп. 2",Санкт-Петербург,3569,98,Универсальное помещение,https://spb.n1.ru/view/115729698/?open_card_kn
200000,"Комсомола, 51",Санкт-Петербург,5714,35,Универсальное помещение,https://spb.n1.ru/view/115729578/?open_card_kn
700000,"Московский проспект, 182",Санкт-Петербург,3339,209,Универсальное помещение,https://spb.n1.ru/view/115368415/?open_card_kn
140000,"Культуры проспект, 11 корп. 1",Санкт-Петербург,1580,88,Универсальное помещение,https://spb.n1.ru/view/115368062/?open_card_kn
97000,"Просвещения проспект, 49",Санкт-Петербург,1799,53,Универсальное помещение,https://spb.n1.ru/view/114312782/?open_card_kn
50000,"Тамбасова, 3 корп. 1",Санкт-Петербург,2500,20,Универсальное помещение,https://spb.n1.ru/view/114312780/?open_card_kn
110000,"Тамбасова, 3 корп. 1",Санкт-Петербург,2200,50,Универсальное помещение,https://spb.n1.ru/view/114312779/?open_card_kn
11000000,"Седова, 10 корп. 2б",Санкт-Петербург,1498,7342,Универсальное помещение,https://spb.n1.ru/view/114312777/?open_card_kn
