"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url,OSM_address,address_info,district,lat,lon
431750,"Новоостаповская, 7 корп. 2",Москва,5020,86,Торговая площадь,https://msk.n1.ru/view/115971870/?open_card_kn,"Новоостаповская, 7 корп. 2, Москва, Россия","{'district': 'Кожухово', 'lat': 55.7198726, 'lon': 37.6712783}",Кожухово,55.7198726,37.6712783
500000,"Римского-Корсакова, 11 корп. 9",Москва,3048,164,Торговая площадь,https://msk.n1.ru/view/115971866/?open_card_kn,"Римского-Корсакова, 11 корп. 9, Москва, Россия","{'district': 'район Отрадное', 'lat': 55.8697609, 'lon': 37.5897119}",район Отрадное,55.8697609,37.5897119
400000,"Варшавское шоссе, 100 корп. 1",Москва,3076,130,Торговая площадь,https://msk.n1.ru/view/115971862/?open_card_kn,"Варшавское шоссе, 100 корп. 1, Москва, Россия","{'district': 'район Нагатино-Садовники', 'lat': 55.6824358, 'lon': 37.6238816}",район Нагатино-Садовники,55.6824358,37.6238816
600000,"Ярцевская, 32",Москва,4615,130,Торговая площадь,https://msk.n1.ru/view/115971861/?open_card_kn,"Ярцевская, 32, Москва, Россия","{'district': 'район Кунцево', 'lat': 55.7412073, 'lon': 37.4176862}",район Кунцево,55.7412073,37.4176862
1000000,"Шелепихинская набережная, 40 корп. 1",Москва,5347,187,Торговая площадь,https://msk.n1.ru/view/115971860/?open_card_kn,"Шелепихинская набережная, 40 корп. 1, Москва, Россия","{'district': 'Пресненский район', 'lat': 55.7454505, 'lon': 37.5321667}",Пресненский район,55.7454505,37.5321667
240000,"Люблинская, 72а корп. 2",Москва,2376,101,Торговая площадь,https://msk.n1.ru/view/115971858/?open_card_kn,"Люблинская, 72а корп. 2, Москва, Россия","{'district': 'район Текстильщики', 'lat': 55.7146814, 'lon': 37.7267684}",район Текстильщики,55.7146814,37.7267684
900000,"Михалковская, 24",Москва,3125,288,Торговая площадь,https://msk.n1.ru/view/115971857/?open_card_kn,"Михалковская, 24, Москва, Россия","{'district': 'район Коптево', 'lat': 55.8398181, 'lon': 37.5276002}",район Коптево,55.8398181,37.5276002
608000,"Саввинский Б. переулок, 3",Москва,3948,154,Торговая площадь,https://msk.n1.ru/view/115971742/?open_card_kn,"Саввинский Б. переулок, 3, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
700000,"Госпитальный Вал, 5 ст7",Москва,5600,125,Торговая площадь,https://msk.n1.ru/view/115971738/?open_card_kn,"Госпитальный Вал, 5 ст7, Москва, Россия","{'district': 'Басманный район', 'lat': 55.772002, 'lon': 37.7070271}",Басманный район,55.772002,37.7070271
1200000,"Новослободская, 24а ст2",Москва,6557,183,Торговая площадь,https://msk.n1.ru/view/115971739/?open_card_kn,"Новослободская, 24а ст2, Москва, Россия","{'district': 'Тверской район', 'lat': 55.7799322, 'lon': 37.6150125}",Тверской район,55.7799322,37.6150125
750000,"Таганская, 29 ст1",Москва,4464,168,Торговая площадь,https://msk.n1.ru/view/115971729/?open_card_kn,"Таганская, 29 ст1, Москва, Россия","{'district': 'Таганский район', 'lat': 55.7409704, 'lon': 37.6543835}",Таганский район,55.7409704,37.6543835
485848,"Новоостаповская, 7 корп. 2",Москва,5008,97,Торговая площадь,https://msk.n1.ru/view/115971726/?open_card_kn,"Новоостаповская, 7 корп. 2, Москва, Россия","{'district': 'Кожухово', 'lat': 55.7198726, 'lon': 37.6712783}",Кожухово,55.7198726,37.6712783
486400,"проспект Прокшинский, 5",Москва,3800,128,Торговая площадь,https://msk.n1.ru/view/115971721/?open_card_kn,"проспект Прокшинский, 5, Москва, Россия","{'district': 'Жилой комплекс «Прокшино»', 'lat': 55.5925829, 'lon': 37.4297098}",Жилой комплекс «Прокшино»,55.5925829,37.4297098
304000,"Ленинградское шоссе, 229а корп. 1",Москва,3494,87,Торговая площадь,https://msk.n1.ru/view/114935827/?open_card_kn,"Ленинградское шоссе, 229а корп. 1, Москва, Россия","{'district': 'Молжаниновский район', 'lat': 55.9203256, 'lon': 37.3940856}",Молжаниновский район,55.9203256,37.3940856
200000,"Петра Кончаловского, 5",Москва,4926,40,Торговая площадь,https://msk.n1.ru/view/115971715/?open_card_kn,"Петра Кончаловского, 5, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.690496, 'lon': 37.6402085}",Даниловский район,55.690496,37.6402085
400000,"Новохохловская, 15 корп. 3",Москва,2139,187,Торговая площадь,https://msk.n1.ru/view/115971714/?open_card_kn,"Новохохловская, 15 корп. 3, Москва, Россия","{'district': 'Нижегородский район', 'lat': 55.7307629, 'lon': 37.7095577}",Нижегородский район,55.7307629,37.7095577
6500000,"Академика Анохина, 42 корп. 2",Москва,2357,2757,Торговая площадь,https://msk.n1.ru/view/115971711/?open_card_kn,"Академика Анохина, 42 корп. 2, Москва, Россия","{'district': 'Тропарёво-Никулино', 'lat': 55.6438045, 'lon': 37.4671167}",Тропарёво-Никулино,55.6438045,37.4671167
1153333,"Покровка, 8",Москва,6666,173,Торговая площадь,https://msk.n1.ru/view/115971707/?open_card_kn,"Покровка, 8, Москва, Россия","{'district': 'Басманный район', 'lat': 55.7587758, 'lon': 37.6426908}",Басманный район,55.7587758,37.6426908
555000,"Бориса Галушкина, 19 корп. 2",Москва,2694,206,Торговая площадь,https://msk.n1.ru/view/115971708/?open_card_kn,"Бориса Галушкина, 19 корп. 2, Москва, Россия","{'district': 'Алексеевский район', 'lat': 55.8206165, 'lon': 37.6658664}",Алексеевский район,55.8206165,37.6658664
1700000,"Мневники, 5",Москва,3556,478,Торговая площадь,https://msk.n1.ru/view/115971703/?open_card_kn,"Мневники, 5, Москва, Россия","{'district': 'район Хорошёво-Мнёвники', 'lat': 55.7702994, 'lon': 37.4946301}",район Хорошёво-Мнёвники,55.7702994,37.4946301
1161000,"Озерная, 1 корп. 2/5",Москва,5984,194,Торговая площадь,https://msk.n1.ru/view/115971702/?open_card_kn,"Озерная, 1 корп. 2/5, Москва, Россия","{'district': 'Филимонковский район', 'lat': 55.5080336, 'lon': 37.2205281}",Филимонковский район,55.5080336,37.2205281
240000,"Пулковская, 2",Москва,3636,66,Торговая площадь,https://msk.n1.ru/view/115615759/?open_card_kn,"Пулковская, 2, Москва, Россия","{'district': 'Головинский район', 'lat': 55.8435136, 'lon': 37.4804812}",Головинский район,55.8435136,37.4804812
1499993,"Багратионовский проезд, 5а корп. 1",Москва,4675,320,Торговая площадь,https://msk.n1.ru/view/115615757/?open_card_kn,"Багратионовский проезд, 5а корп. 1, Москва, Россия","{'district': 'район Филёвский Парк', 'lat': 55.7466968, 'lon': 37.5146694}",район Филёвский Парк,55.7466968,37.5146694
462000,"Ясеневая, 3",Москва,1598,289,Торговая площадь,https://msk.n1.ru/view/115615756/?open_card_kn,"Ясеневая, 3, Москва, Россия","{'district': 'Район не найден', 'lat': 55.5233879, 'lon': 37.3203421}",Район не найден,55.5233879,37.3203421
300000,"Покрышкина, 4",Москва,7159,41,Торговая площадь,https://msk.n1.ru/view/116315069/?open_card_kn,"Покрышкина, 4, Москва, Россия","{'district': 'Тропарёво-Никулино', 'lat': 55.6650952, 'lon': 37.4814919}",Тропарёво-Никулино,55.6650952,37.4814919
90000,"Люблинская, 76 корп. 2",Москва,3000,30,Торговая площадь,https://msk.n1.ru/view/116314586/?open_card_kn,"Люблинская, 76 корп. 2, Москва, Россия","{'district': 'район Марьино', 'lat': 55.6521269, 'lon': 37.7436138}",район Марьино,55.6521269,37.7436138
238000,"Дмитровское шоссе, 93 корп. 2",Москва,3500,68,Торговая площадь,https://msk.n1.ru/view/116314500/?open_card_kn,"Дмитровское шоссе, 93 корп. 2, Москва, Россия","{'district': 'район Северный', 'lat': 55.9097516, 'lon': 37.5439581}",район Северный,55.9097516,37.5439581
182000,"Черепановых проезд, 10",Москва,3500,52,Торговая площадь,https://msk.n1.ru/view/116314491/?open_card_kn,"Черепановых проезд, 10, Москва, Россия","{'district': 'район Коптево', 'lat': 55.8346067, 'lon': 37.5154298}",район Коптево,55.8346067,37.5154298
450000,"Тагильская, 3 корп. 2",Москва,4411,102,Торговая площадь,https://msk.n1.ru/view/114544570/?open_card_kn,"Тагильская, 3 корп. 2, Москва, Россия","{'district': 'район Метрогородок', 'lat': 55.8198239, 'lon': 37.7508174}",район Метрогородок,55.8198239,37.7508174
1499995,"Мира проспект, 48 ст6",Москва,8052,186,Торговая площадь,https://msk.n1.ru/view/114544318/?open_card_kn,"Мира проспект, 48 ст6, Москва, Россия","{'district': 'Алексеевский район', 'lat': 55.8224761, 'lon': 37.6434204}",Алексеевский район,55.8224761,37.6434204
600000,"Волгоградский проспект, 82/37",Москва,8000,75,Торговая площадь,https://msk.n1.ru/view/107784306/?open_card_kn,"Волгоградский проспект, 82/37, Москва, Россия","{'district': 'район Кузьминки', 'lat': 55.7046402, 'lon': 37.7671394}",район Кузьминки,55.7046402,37.7671394
949000,"Кутузовский проспект, 26 корп. 1",Москва,3889,244,Торговая площадь,https://msk.n1.ru/view/114933303/?open_card_kn,"Кутузовский проспект, 26 корп. 1, Москва, Россия","{'district': 'район Дорогомилово', 'lat': 55.7501756, 'lon': 37.5652314}",район Дорогомилово,55.7501756,37.5652314
180000,"Уральская, 5а",Москва,8571,21,Торговая площадь,https://msk.n1.ru/view/109028583/?open_card_kn,"Уральская, 5а, Москва, Россия","{'district': 'район Гольяново', 'lat': 55.8136094, 'lon': 37.7976177}",район Гольяново,55.8136094,37.7976177
300000,"Производственная, 17",Москва,3333,90,Торговая площадь,https://msk.n1.ru/view/115969275/?open_card_kn,"Производственная, 17, Москва, Россия","{'district': 'район Солнцево', 'lat': 55.6434402, 'lon': 37.3820192}",район Солнцево,55.6434402,37.3820192
160000,"Бачуринская, 9а корп. 1",Москва,3478,46,Торговая площадь,https://msk.n1.ru/view/115969228/?open_card_kn,"Бачуринская, 9а корп. 1, Москва, Россия","{'district': 'Район не найден', 'lat': 55.5740827, 'lon': 37.485641}",Район не найден,55.5740827,37.485641
650000,"Ярцевская, 27 корп. 1",Москва,12720,51,Торговая площадь,https://msk.n1.ru/view/114933199/?open_card_kn,"Ярцевская, 27 корп. 1, Москва, Россия","{'district': 'район Кунцево', 'lat': 55.7435486, 'lon': 37.4201519}",район Кунцево,55.7435486,37.4201519
1499994,"Лесная, 5",Москва,16950,88,Торговая площадь,https://msk.n1.ru/view/115969102/?open_card_kn,"Лесная, 5, Москва, Россия","{'district': 'Филимонковский район', 'lat': 55.5711756, 'lon': 37.2577249}",Филимонковский район,55.5711756,37.2577249
550000,"Ярцевская, 27 корп. 1",Москва,14864,37,Торговая площадь,https://msk.n1.ru/view/114933130/?open_card_kn,"Ярцевская, 27 корп. 1, Москва, Россия","{'district': 'район Кунцево', 'lat': 55.7435486, 'lon': 37.4201519}",район Кунцево,55.7435486,37.4201519
60000,"проспект Куприна, 3 корп. 2",Москва,983,61,Торговая площадь,https://msk.n1.ru/view/115612213/?open_card_kn,"проспект Куприна, 3 корп. 2, Москва, Россия","{'district': 'Район не найден', 'lat': 55.5648325, 'lon': 37.515562}",Район не найден,55.5648325,37.515562
480000,"Ярцевская, 27 корп. 1",Москва,11735,40,Торговая площадь,https://msk.n1.ru/view/114933119/?open_card_kn,"Ярцевская, 27 корп. 1, Москва, Россия","{'district': 'район Кунцево', 'lat': 55.7435486, 'lon': 37.4201519}",район Кунцево,55.7435486,37.4201519
470000,"Шаболовка, 30/12",Москва,22926,20,Торговая площадь,https://msk.n1.ru/view/114933102/?open_card_kn,"Шаболовка, 30/12, Москва, Россия","{'district': 'Донской район', 'lat': 55.719327, 'lon': 37.6087336}",Донской район,55.719327,37.6087336
1200004,"Басманная Стар., 13 ст1",Москва,3191,376,Торговая площадь,https://msk.n1.ru/view/114933097/?open_card_kn,"Басманная Стар., 13 ст1, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
439997,"Овчинниковская набережная, 6 ст3",Москва,2353,187,Торговая площадь,https://msk.n1.ru/view/116312870/?open_card_kn,"Овчинниковская набережная, 6 ст3, Москва, Россия","{'district': 'район Замоскворечье', 'lat': 55.7451344, 'lon': 37.6330878}",район Замоскворечье,55.7451344,37.6330878
839991,"Архитектора Власова, 71 корп. 2",Москва,7058,119,Торговая площадь,https://msk.n1.ru/view/114541963/?open_card_kn,"Архитектора Власова, 71 корп. 2, Москва, Россия","{'district': 'Обручевский район', 'lat': 55.6608565, 'lon': 37.5352006}",Обручевский район,55.6608565,37.5352006
90000,"Профсоюзная, 7/12",Москва,1145,78,Торговая площадь,https://msk.n1.ru/view/115609297/?open_card_kn,"Профсоюзная, 7/12, Москва, Россия","{'district': 'Академический район', 'lat': 55.6836756, 'lon': 37.57112}",Академический район,55.6836756,37.57112
480000,"Генерала Дорохова, 39 корп. 1",Москва,4403,109,Торговая площадь,https://msk.n1.ru/view/115271060/?open_card_kn,"Генерала Дорохова, 39 корп. 1, Москва, Россия","{'district': 'район Очаково-Матвеевское', 'lat': 55.6880623, 'lon': 37.4354521}",район Очаково-Матвеевское,55.6880623,37.4354521
600000,"МКАД 53-й километр, 2.2",Москва,3571,168,Торговая площадь,https://msk.n1.ru/view/115609278/?open_card_kn,"МКАД 53-й километр, 2.2, Москва, Россия","{'district': 'Можайский район', 'lat': 55.7004948, 'lon': 37.4011656}",Можайский район,55.7004948,37.4011656
1000000,"Дмитрия Донского бульвар, 11",Москва,5714,175,Торговая площадь,https://msk.n1.ru/view/115609274/?open_card_kn,"Дмитрия Донского бульвар, 11, Москва, Россия","{'district': 'район Северное Бутово', 'lat': 55.566772, 'lon': 37.576452}",район Северное Бутово,55.566772,37.576452
600000,"Ленинградский проспект, 62",Москва,9360,64,Торговая площадь,https://msk.n1.ru/view/115963651/?open_card_kn,"Ленинградский проспект, 62, Москва, Россия","{'district': 'район Аэропорт', 'lat': 55.8006127, 'lon': 37.5340753}",район Аэропорт,55.8006127,37.5340753
180000,"Ленинградский проспект, 62",Москва,5806,31,Торговая площадь,https://msk.n1.ru/view/115963650/?open_card_kn,"Ленинградский проспект, 62, Москва, Россия","{'district': 'район Аэропорт', 'lat': 55.8006127, 'lon': 37.5340753}",район Аэропорт,55.8006127,37.5340753
615000,"Ленинградский проспект, 62",Москва,4195,146,Торговая площадь,https://msk.n1.ru/view/115963649/?open_card_kn,"Ленинградский проспект, 62, Москва, Россия","{'district': 'район Аэропорт', 'lat': 55.8006127, 'lon': 37.5340753}",район Аэропорт,55.8006127,37.5340753
850000,"Марка Шагала набережная, 1 корп. 1",Москва,2500,340,Торговая площадь,https://msk.n1.ru/view/114926672/?open_card_kn,"Марка Шагала набережная, 1 корп. 1, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.6966997, 'lon': 37.6303975}",Даниловский район,55.6966997,37.6303975
7000000,"Садовая-Спасская, 3 ст3",Москва,2204,3175,Торговая площадь,https://msk.n1.ru/view/112304669/?open_card_kn,"Садовая-Спасская, 3 ст3, Москва, Россия","{'district': 'Красносельский район', 'lat': 55.7713646, 'lon': 37.6404813}",Красносельский район,55.7713646,37.6404813
999977,"Велозаводская, 6",Москва,2223,450,Торговая площадь,https://msk.n1.ru/view/113488036/?open_card_kn,"Велозаводская, 6, Москва, Россия","{'district': 'Кожухово', 'lat': 55.7161019, 'lon': 37.6698064}",Кожухово,55.7161019,37.6698064
120000,"Бирюлевская, 51 корп. 1",Москва,4460,26,Торговая площадь,https://msk.n1.ru/view/113487962/?open_card_kn,"Бирюлевская, 51 корп. 1, Москва, Россия","{'district': 'район Бирюлёво Восточное', 'lat': 55.5889273, 'lon': 37.6646136}",район Бирюлёво Восточное,55.5889273,37.6646136
685000,"Солянка, 2/6",Москва,34079,20,Торговая площадь,https://msk.n1.ru/view/114924649/?open_card_kn,"Солянка, 2/6, Москва, Россия","{'district': 'Таганский район', 'lat': 55.7540713, 'lon': 37.6368607}",Таганский район,55.7540713,37.6368607
300000,"Веласкеса бульвар (Сосенское п.), 6",Москва,3000,100,Торговая площадь,https://msk.n1.ru/view/116307982/?open_card_kn,"Веласкеса бульвар (Сосенское п.), 6, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
200000,"Михайлова, 30а корп. 1",Москва,1333,150,Торговая площадь,https://msk.n1.ru/view/116307736/?open_card_kn,"Михайлова, 30а корп. 1, Москва, Россия","{'district': 'Рязанский район', 'lat': 55.7284821, 'lon': 37.7642813}",Рязанский район,55.7284821,37.7642813
200000,"Бутырская, 84",Москва,6849,29,Торговая площадь,https://msk.n1.ru/view/116307725/?open_card_kn,"Бутырская, 84, Москва, Россия","{'district': 'Бутырский район', 'lat': 55.8062994, 'lon': 37.582628}",Бутырский район,55.8062994,37.582628
295000,"Мастеркова, 3",Москва,8428,35,Торговая площадь,https://msk.n1.ru/view/114535794/?open_card_kn,"Мастеркова, 3, Москва, Россия","{'district': 'Даниловский район', 'lat': 55.7088786, 'lon': 37.6585126}",Даниловский район,55.7088786,37.6585126
400000,"Новое Внуково ЖК, 17",Москва,2666,150,Торговая площадь,https://msk.n1.ru/view/112297655/?open_card_kn,"Новое Внуково ЖК, 17, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
1450000,"Солянка, 2/6",Москва,6934,209,Торговая площадь,https://msk.n1.ru/view/114922881/?open_card_kn,"Солянка, 2/6, Москва, Россия","{'district': 'Таганский район', 'lat': 55.7540713, 'lon': 37.6368607}",Таганский район,55.7540713,37.6368607
500000,"Солянка, 2/6",Москва,37593,13,Торговая площадь,https://msk.n1.ru/view/114922880/?open_card_kn,"Солянка, 2/6, Москва, Россия","{'district': 'Таганский район', 'lat': 55.7540713, 'lon': 37.6368607}",Таганский район,55.7540713,37.6368607
450001,"Рождественская, 29",Москва,4167,108,Торговая площадь,https://msk.n1.ru/view/115267505/?open_card_kn,"Рождественская, 29, Москва, Россия","{'district': 'район Некрасовка', 'lat': 55.7076129, 'lon': 37.927532}",район Некрасовка,55.7076129,37.927532
280001,"Рождественская, 29",Москва,5091,55,Торговая площадь,https://msk.n1.ru/view/115267503/?open_card_kn,"Рождественская, 29, Москва, Россия","{'district': 'район Некрасовка', 'lat': 55.7076129, 'lon': 37.927532}",район Некрасовка,55.7076129,37.927532
590000,"Карманицкий переулок, 9",Москва,26457,22,Торговая площадь,https://msk.n1.ru/view/114922874/?open_card_kn,"Карманицкий переулок, 9, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7482852, 'lon': 37.5835834}",район Арбат,55.7482852,37.5835834
260000,"Мира проспект, 44",Москва,18309,14,Торговая площадь,https://msk.n1.ru/view/114922872/?open_card_kn,"Мира проспект, 44, Москва, Россия","{'district': 'Мещанский район', 'lat': 55.7809642, 'lon': 37.6338999}",Мещанский район,55.7809642,37.6338999
470000,"Валовая, 6",Москва,11435,41,Торговая площадь,https://msk.n1.ru/view/116305726/?open_card_kn,"Валовая, 6, Москва, Россия","{'district': 'район Замоскворечье', 'lat': 55.7311487, 'lon': 37.6341704}",район Замоскворечье,55.7311487,37.6341704
500000,"Хорошевское шоссе, 88 ст1",Москва,10000,50,Торговая площадь,https://msk.n1.ru/view/116305701/?open_card_kn,"Хорошевское шоссе, 88 ст1, Москва, Россия","{'district': 'Хорошёвский район', 'lat': 55.7775281, 'lon': 37.5147099}",Хорошёвский район,55.7775281,37.5147099
395000,"Кастанаевская, 32",Москва,6076,65,Торговая площадь,https://msk.n1.ru/view/116305523/?open_card_kn,"Кастанаевская, 32, Москва, Россия","{'district': 'район Фили-Давыдково', 'lat': 55.7367931, 'lon': 37.4845055}",район Фили-Давыдково,55.7367931,37.4845055
180000,"Барятинская, 2",Москва,1855,97,Торговая площадь,https://msk.n1.ru/view/116305443/?open_card_kn,"Барятинская, 2, Москва, Россия","{'district': 'район Бекасово', 'lat': 55.4066332, 'lon': 36.9137047}",район Бекасово,55.4066332,36.9137047
402000,"Уточкина, 2 корп. 1",Москва,3000,134,Торговая площадь,https://msk.n1.ru/view/116305428/?open_card_kn,"Уточкина, 2 корп. 1, Москва, Россия","{'district': 'Жилой комплекс «Алхимово»', 'lat': 55.4723942, 'lon': 37.5298643}",Жилой комплекс «Алхимово»,55.4723942,37.5298643
402000,"Уточкина, 2 корп. 1",Москва,3000,134,Торговая площадь,https://msk.n1.ru/view/116305429/?open_card_kn,"Уточкина, 2 корп. 1, Москва, Россия","{'district': 'Жилой комплекс «Алхимово»', 'lat': 55.4723942, 'lon': 37.5298643}",Жилой комплекс «Алхимово»,55.4723942,37.5298643
1600000,"Электролитный проезд, 16а",Москва,2000,800,Торговая площадь,https://msk.n1.ru/view/116305341/?open_card_kn,"Электролитный проезд, 16а, Москва, Россия","{'district': 'Нагорный район', 'lat': 55.6732203, 'lon': 37.6124386}",Нагорный район,55.6732203,37.6124386
650000,"Новокузнецкая, 39",Москва,13485,48,Торговая площадь,https://msk.n1.ru/view/115958420/?open_card_kn,"Новокузнецкая, 39, Москва, Россия","{'district': 'район Замоскворечье', 'lat': 55.7322879, 'lon': 37.6355512}",район Замоскворечье,55.7322879,37.6355512
700000,"Новокузнецкая, 39",Москва,13806,50,Торговая площадь,https://msk.n1.ru/view/115958160/?open_card_kn,"Новокузнецкая, 39, Москва, Россия","{'district': 'район Замоскворечье', 'lat': 55.7322879, 'lon': 37.6355512}",район Замоскворечье,55.7322879,37.6355512
577499,"Днепропетровская, 2",Москва,1834,315,Торговая площадь,https://msk.n1.ru/view/96118213/?open_card_kn,"Днепропетровская, 2, Москва, Россия","{'district': 'район Чертаново Северное', 'lat': 55.6229745, 'lon': 37.6040459}",район Чертаново Северное,55.6229745,37.6040459
530000,"Шипиловский проезд, 39к",Москва,10000,53,Торговая площадь,https://msk.n1.ru/view/115958127/?open_card_kn,"Шипиловский проезд, 39к, Москва, Россия","{'district': 'район Орехово-Борисово Северное', 'lat': 55.6113553, 'lon': 37.6967767}",район Орехово-Борисово Северное,55.6113553,37.6967767
160000,"Липовый Парк, 4 корп. 3",Москва,1516,105,Торговая площадь,https://msk.n1.ru/view/115957979/?open_card_kn,"Липовый Парк, 4 корп. 3, Москва, Россия","{'district': 'Жилой комплекс «Москва А101»', 'lat': 55.5696317, 'lon': 37.4910254}",Жилой комплекс «Москва А101»,55.5696317,37.4910254
949993,"Новоостаповская, 7 корп. 2",Москва,4998,190,Торговая площадь,https://msk.n1.ru/view/115957950/?open_card_kn,"Новоостаповская, 7 корп. 2, Москва, Россия","{'district': 'Кожухово', 'lat': 55.7198726, 'lon': 37.6712783}",Кожухово,55.7198726,37.6712783
1100001,"Ленинский проспект, 75/9",Москва,8662,127,Торговая площадь,https://msk.n1.ru/view/115957930/?open_card_kn,"Ленинский проспект, 75/9, Москва, Россия","{'district': 'Гагаринский район', 'lat': 55.6868824, 'lon': 37.5448853}",Гагаринский район,55.6868824,37.5448853
70000,"Елецкая, 15",Москва,7777,9,Торговая площадь,https://msk.n1.ru/view/115957555/?open_card_kn,"Елецкая, 15, Москва, Россия","{'district': 'район Орехово-Борисово Южное', 'lat': 55.6073662, 'lon': 37.7338302}",район Орехово-Борисово Южное,55.6073662,37.7338302
300000,"Молодцова, 21",Москва,5357,56,Торговая площадь,https://msk.n1.ru/view/109487810/?open_card_kn,"Молодцова, 21, Москва, Россия","{'district': 'район Южное Медведково', 'lat': 55.8783191, 'lon': 37.6307791}",район Южное Медведково,55.8783191,37.6307791
150000,"Трехполье, 6 корп. 1",Москва,2142,70,Торговая площадь,https://msk.n1.ru/view/114920973/?open_card_kn,"Трехполье, 6 корп. 1, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
247800,"Новинский бульвар, 8",Москва,4200,59,Торговая площадь,https://msk.n1.ru/view/115605190/?open_card_kn,"Новинский бульвар, 8, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7508813, 'lon': 37.5837686}",район Арбат,55.7508813,37.5837686
756000,"Новинский бульвар, 8",Москва,4200,180,Торговая площадь,https://msk.n1.ru/view/115605087/?open_card_kn,"Новинский бульвар, 8, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7508813, 'lon': 37.5837686}",район Арбат,55.7508813,37.5837686
667800,"Новинский бульвар, 8",Москва,4200,159,Торговая площадь,https://msk.n1.ru/view/115604987/?open_card_kn,"Новинский бульвар, 8, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7508813, 'lon': 37.5837686}",район Арбат,55.7508813,37.5837686
1041600,"Новинский бульвар, 8",Москва,4200,248,Торговая площадь,https://msk.n1.ru/view/115604905/?open_card_kn,"Новинский бульвар, 8, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7508813, 'lon': 37.5837686}",район Арбат,55.7508813,37.5837686
287500,"Таганская, 3",Москва,12500,23,Торговая площадь,https://msk.n1.ru/view/115604899/?open_card_kn,"Таганская, 3, Москва, Россия","{'district': 'Таганский район', 'lat': 55.7377547, 'lon': 37.6709121}",Таганский район,55.7377547,37.6709121
835800,"Новинский бульвар, 8",Москва,4200,199,Торговая площадь,https://msk.n1.ru/view/115604885/?open_card_kn,"Новинский бульвар, 8, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7508813, 'lon': 37.5837686}",район Арбат,55.7508813,37.5837686
297000,"Таганская, 3",Москва,4500,66,Торговая площадь,https://msk.n1.ru/view/115604871/?open_card_kn,"Таганская, 3, Москва, Россия","{'district': 'Таганский район', 'lat': 55.7377547, 'lon': 37.6709121}",Таганский район,55.7377547,37.6709121
609000,"Новинский бульвар, 8",Москва,4200,145,Торговая площадь,https://msk.n1.ru/view/115604870/?open_card_kn,"Новинский бульвар, 8, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7508813, 'lon': 37.5837686}",район Арбат,55.7508813,37.5837686
697200,"Новинский бульвар, 8",Москва,4200,166,Торговая площадь,https://msk.n1.ru/view/115604860/?open_card_kn,"Новинский бульвар, 8, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7508813, 'lon': 37.5837686}",район Арбат,55.7508813,37.5837686
382200,"Новинский бульвар, 8",Москва,4200,91,Торговая площадь,https://msk.n1.ru/view/115604854/?open_card_kn,"Новинский бульвар, 8, Москва, Россия","{'district': 'район Арбат', 'lat': 55.7508813, 'lon': 37.5837686}",район Арбат,55.7508813,37.5837686
350000,"Тверская, 30/2 ст1",Москва,7186,48,Торговая площадь,https://msk.n1.ru/view/81561607/?open_card_kn,"Тверская, 30/2 ст1, Москва, Россия","{'district': 'Адрес не найден', 'lat': None, 'lon': None}",Адрес не найден,,
450000,"Ленинский проспект, 90",Москва,1304,345,Торговая площадь,https://msk.n1.ru/view/81561555/?open_card_kn,"Ленинский проспект, 90, Москва, Россия","{'district': 'Ломоносовский район', 'lat': 55.6750752, 'lon': 37.5251054}",Ломоносовский район,55.6750752,37.5251054
250000,"Северный бульвар, 2",Москва,13888,18,Торговая площадь,https://msk.n1.ru/view/116302388/?open_card_kn,"Северный бульвар, 2, Москва, Россия","{'district': 'район Отрадное', 'lat': 55.8649312, 'lon': 37.6072543}",район Отрадное,55.8649312,37.6072543
480002,"Перовская, 40а",Москва,3736,128,Торговая площадь,https://msk.n1.ru/view/116302048/?open_card_kn,"Перовская, 40а, Москва, Россия","{'district': 'район Перово', 'lat': 55.7473171, 'lon': 37.7598491}",район Перово,55.7473171,37.7598491
1822100,"Вернадского проспект, 80",Москва,7000,260,Торговая площадь,https://msk.n1.ru/view/114530315/?open_card_kn,"Вернадского проспект, 80, Москва, Россия","{'district': 'Тропарёво-Никулино', 'lat': 55.6672521, 'lon': 37.4829148}",Тропарёво-Никулино,55.6672521,37.4829148
